Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
PLAYA VISTA BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 437-6680,33.97021,-118.42560,6400 PLAYA VISTA DRIVE,PLAYA VISTA,90094,2168,CA0063,http://www.lapl.org
PORTER RANCH BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 360-5706,34.27763,-118.56005,11371 TAMPA AVE.,LOS ANGELES,91326,1700,CA0063,http://www.lapl.org
R. L. STEVENSON BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 268-4710,34.02766,-118.19827,803 SPENCE ST.,LOS ANGELES,90023,1728,CA0063,http://www.lapl.org
ROBERTSON BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 840-2147,34.04837,-118.38583,1719 S. ROBERTSON BLVD.,LOS ANGELES,90035,4316,CA0063,http://www.lapl.org
SAN PEDRO REGIONAL BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 548-7779,33.73574,-118.29295,931 S. GAFFEY ST.,SAN PEDRO,90731,1349,CA0063,http://www.lapl.org
SHERMAN OAKS - MARTIN POLLARD BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 205-9716,34.15123,-118.44383,14245 MOORPARK ST.,SHERMAN OAKS,91423,2722,CA0063,http://www.lapl.org
SILVER LAKE BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 913-7451,34.10034,-118.25965,2411 GLENDALE BLVD.,LOS ANGELES,90039,3217,CA0063,http://www.lapl.org
STUDIO CITY BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 755-7873,34.15070,-118.40558,12511 MOORPARK ST.,STUDIO CITY,91604,1399,CA0063,http://www.lapl.org
SUNLAND-TUJUNGA BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 352-4481,34.25825,-118.30131,7771 FOOTHILL BLVD.,TUJUNGA,91042,2197,CA0063,http://www.lapl.org
SUN VALLEY BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 764-1138,34.21488,-118.37095,7935 VINELAND AVE.,SUN VALLEY,91352,4498,CA0063,http://www.lapl.org
SYLMAR BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 367-6102,34.30879,-118.44785,14430 POLK ST.,SYLMAR,91342,4119,CA0063,http://www.lapl.org
VALLEY PLAZA BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 765-9251,34.19463,-118.40111,12311 VANOWEN ST.,NORTH HOLLYWOOD,91605,5624,CA0063,http://www.lapl.org
VAN NUYS BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 756-8453,34.18395,-118.44628,6250 SYLMAR AVE. MALL,VAN NUYS,91401,2787,CA0063,http://www.lapl.org
VENICE - ABBOT KINNEY MEMORIAL BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 821-1769,33.98754,-118.46536,501 S. VENICE BLVD.,VENICE,90291,3440,CA0063,http://www.lapl.org
VERMONT SQUARE BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 290-7405,33.99985,-118.29590,1201 W. 48TH ST.,LOS ANGELES,90037,2838,CA0063,http://www.lapl.org
VERNON  - LEON H. WASHINGTON JR. MEMORIAL BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 234-9106,34.00262,-118.25612,4504 S. CENTRAL AVE.,LOS ANGELES,90011,9623,CA0063,http://www.lapl.org
WASHINGTON IRVING BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 734-6303,34.04016,-118.32916,4117 W. WASHINGTON BLVD.,LOS ANGELES,90018,1053,CA0063,http://www.lapl.org
WATTS - ALMA REAVES WOODS BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 789-2850,33.94403,-118.24663,10205 COMPTON AVE.,LOS ANGELES,90002,3308,CA0063,http://www.lapl.org
WESTCHESTER - LOYOLA VILLAGE BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 348-1096,33.95954,-118.41717,7114 W. MANCHESTER AV.,LOS ANGELES,90045,3509,CA0063,http://www.lapl.org
WEST LOS ANGELES REGIONAL BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 575-8323,34.04572,-118.45019,11360 SANTA MONICA BLVD.,LOS ANGELES,90025,3152,CA0063,http://www.lapl.org
WEST VALLEY REGIONAL BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 345-9806,34.19335,-118.54808,19036 VANOWEN ST.,RESEDA,91335,5198,CA0063,http://www.lapl.org
WESTWOOD BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 474-1739,34.05792,-118.44182,1246 GLENDON AVE,WESTWOOD,90024,4914,CA0063,http://www.lapl.org
WILMINGTON BRANCH,LOS ANGELES PUBLIC LIBRARY,(310) 834-1082,33.78915,-118.26280,1300 NORTH AVALON BLVD.,WILMINGTON,90744,2639,CA0063,http://www.lapl.org
WILSHIRE BRANCH,LOS ANGELES PUBLIC LIBRARY,(323) 957-4550,34.07446,-118.31177,149 N. ST. ANDREWS PL.,LOS ANGELES,90004,2602,CA0063,http://www.lapl.org
WOODLAND HILLS BRANCH,LOS ANGELES PUBLIC LIBRARY,(818) 226-0017,34.16788,-118.61069,22200 VENTURA BLVD.,WOODLAND HILLS,91364,1599,CA0063,http://www.lapl.org
Los Angeles Public Library - Central Library,LOS ANGELES PUBLIC LIBRARY,(213) 228-7571,34.05050,-118.25565,630 WEST FIFTH ST.,LOS ANGELES,90071,2097,CA0063,http://www.lapl.org
LOS GATOS LIBRARY,LOS GATOS LIBRARY,(408) 354-6891,37.22017,-121.97828,100 VILLA AVENUE,LOS GATOS,95030,6981,CA0164,http://library.losgatosca.gov
CHOWCHILLA BRANCH LIBRARY,MADERA COUNTY LIBRARY,(559) 665-2630,37.12289,-120.26186,300 KINGS AVE.,CHOWCHILLA,93610,2809,CA0064,www.maderalibrary.org
MADERA LIBRARY,MADERA COUNTY LIBRARY,(559) 675-7871,36.96136,-120.06196,121 N. G ST.,MADERA,93637,3511,CA0064,www.maderalibrary.org
NORTH FORK BRANCH LIBRARY,MADERA COUNTY LIBRARY,(559) 877-2387,37.22579,-119.51017,32908 RD. 222,NORTH FORK,93643,9562,CA0064,www.maderalibrary.org
OAKHURST BRANCH LIBRARY,MADERA COUNTY LIBRARY,(559) 683-4838,37.33085,-119.65331,49044 CIVIC CIRCLE,OAKHURST,93644,8713,CA0064,www.maderalibrary.org
RANCHOS BRANCH LIBRARY,MADERA COUNTY LIBRARY,(559) 645-1214,36.92471,-119.86895,37398 BERKSHIRE DRIVE,MADERA,93636,8778,CA0064,www.maderalibrary.org
BOLINAS LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 868-1171,37.90951,-122.68579,16 WHARF RD.,BOLINAS,94924,10,CA0065,http://www.marinlibrary.org
CIVIC CENTER LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 473-6057,37.99793,-122.53066,"3501 CIVIC CENTER DR, #427",SAN RAFAEL,94903,4177,CA0065,http://www.marinlibrary.org
CORTE MADERA REGIONAL LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 924-3515,37.92414,-122.51811,707 MEADOWSWEET DRIVE,CORTE MADERA,94925,1717,CA0065,http://www.marinlibrary.org
FAIRFAX REGIONAL LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 453-8151,37.99016,-122.59272,2097 SIR FRANCIS DRAKE BLVD,FAIRFAX,94930,1126,CA0065,http://www.marinlibrary.org
INVERNESS LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 669-1288,38.09727,-122.85331,15 PARK AVE.,INVERNESS,94937,160,CA0065,http://www.marinlibrary.org
MARIN CITY LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 332-6158,37.87322,-122.51157,164 DONAHUE ST.,MARIN CITY,94965,1250,CA0065,http://www.marinlibrary.org
NOVATO REGIONAL LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 473-2050,38.10720,-122.58009,1720 NOVATO BLVD.,NOVATO,94947,3084,CA0065,http://www.marinlibrary.org
POINT REYES STATION LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 663-8375,38.06961,-122.80656,11431 STATE ROUTE 1,POINT REYES STATION,94956,1330,CA0065,http://www.marinlibrary.org
SOUTH NOVATO LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 506-3165,38.05734,-122.52552,931 C ST.,NOVATO,94949,5061,CA0065,http://www.marinlibrary.org
STINSON BEACH LIBRARY,MARIN COUNTY FREE LIBRARY,(415) 868-0252,37.89839,-122.64040,3521 SHORELINE HWY,STINSON BEACH,94970,578,CA0065,http://www.marinlibrary.org
BASSETT MEMORIAL LIBRARY IN WAWONA,MARIPOSA COUNTY LIBRARY,(209) 375-6510,37.54720,-119.64614,7971 CHILNUALNA FALLS ROAD,WAWONA,95389,2008,CA0192,http://www.mariposalibrary.org
EL PORTAL LIBRARY,MARIPOSA COUNTY LIBRARY,(209) 379-2401,37.67326,-119.80663,9670 RANCHERIA FLAT ROAD,EL PORTAL,95318,160,CA0192,http://www.mariposalibrary.org
MARIPOSA LIBRARY,MARIPOSA COUNTY LIBRARY,(209) 966-2140,37.48949,-119.96748,4978 10TH STREET,MARIPOSA,95338,106,CA0192,http://www.mariposalibrary.org
RED CLOUD LIBRARY,MARIPOSA COUNTY LIBRARY,(209) 878-3692,37.74616,-120.13121,10332 C FISKE RD.,COULTERVILLE,95311,9544,CA0192,http://www.mariposalibrary.org
YOSEMITE LIBRARY,MARIPOSA COUNTY LIBRARY,(209) 372-4552,37.86510,-119.53833,GIRLS CLUB,YOSEMITE NATIONAL PA,95389,395,CA0192,http://www.mariposalibrary.org
COAST COMMUNITY LIBRARY,MENDOCINO COUNTY LIBRARY,(707) 882-3114,38.90942,-123.69198,225 MAIN ST.,POINT ARENA,95468,N/A,CA0066,https://www.mendolibrary.org
FORT BRAGG BRANCH LIBRARY,MENDOCINO COUNTY LIBRARY,(707) 964-2020,39.44570,-123.80113,499 LAUREL ST.,FT BRAGG,95437,3511,CA0066,https://www.mendolibrary.org
ROUND VALLEY PUBLIC LIBRARY,MENDOCINO COUNTY LIBRARY,(707) 983-6736,39.79399,-123.24980,23925 HOWARD STREET,COVELO,95428,9608,CA0066,https://www.mendolibrary.org
UKIAH BRANCH LIBRARY,MENDOCINO COUNTY LIBRARY,(707) 463-4490,39.15020,-123.20660,105 N. MAIN ST.,UKIAH,95482,4403,CA0066,https://www.mendolibrary.org
WILLITS BRANCH LIBRARY,MENDOCINO COUNTY LIBRARY,(707) 459-5908,39.41291,-123.34660,390 E. COMMERCIAL ST.,WILLITS,95490,3202,CA0066,https://www.mendolibrary.org
BELLE HAVEN BRANCH,MENLO PARK PUBLIC LIBRARY,(650) 330-2540,37.47625,-122.16116,413 IVY DR.,MENLO PARK,94025,1338,CA0067,http://menlopark.org/library
MENLO PARK PUBLIC LIBRARY,MENLO PARK PUBLIC LIBRARY,(650) 330-2500,37.45396,-122.17982,800 ALMA ST.,MENLO PARK,94025,3460,CA0067,http://menlopark.org/library
ATWATER BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 358-6651,37.35083,-120.60617,1600 THIRD ST.,ATWATER,95301,3607,CA0068,http://www.mercedcountylibrary.org
DELHI EDUCATIONAL PARK COMMUNITY LIBRARY,MERCED COUNTY LIBRARY,(209) 669-3169,37.42792,-120.77914,16114 SCHENDAL ROAD,DELHI,95315,9543,CA0068,http://www.mercedcountylibrary.org
DOS PALOS BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 392-2155,36.98489,-120.62783,2002 ALMOND,DOS PALOS,93620,2304,CA0068,http://www.mercedcountylibrary.org
GUSTINE BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 854-3013,37.25787,-121.00208,205 SIXTH ST.,GUSTINE,95322,1112,CA0068,http://www.mercedcountylibrary.org
IRWIN-HILMAR BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 632-0746,37.40318,-120.85114,20041 W. FALKE ST.,HILMAR,95324,970,CA0068,http://www.mercedcountylibrary.org
LE GRAND BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 389-4541,37.22842,-120.25400,12949 LE GRAND ROAD,LE GRAND,95333,47,CA0068,http://www.mercedcountylibrary.org
LIVINGSTON BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 394-7330,37.37946,-120.72372,1212 MAIN ST.,LIVINGSTON,95334,1297,CA0068,http://www.mercedcountylibrary.org
LOS BANOS BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 826-5254,37.05630,-120.84725,1312 SEVENTH ST.,LOS BANOS,93635,4753,CA0068,http://www.mercedcountylibrary.org
MERCED COUNTY LIBRARY,MERCED COUNTY LIBRARY,(209) 385-7484,37.30688,-120.48499,2100 O ST.,MERCED,95340,3637,CA0068,http://www.mercedcountylibrary.org
SANTA NELLA BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 826-6059,37.09385,-121.01932,29188 W. CENTINELLA AVE.,GUSTINE,95322,733,CA0068,http://www.mercedcountylibrary.org
SNELLING BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 563-6616,37.51951,-120.43760,15916 N. HWY. 59,SNELLING,95369,9728,CA0068,http://www.mercedcountylibrary.org
WINTON BRANCH LIBRARY,MERCED COUNTY LIBRARY,(209) 358-3651,37.38926,-120.61455,7057 W. WALNUT,WINTON,95388,N/A,CA0068,http://www.mercedcountylibrary.org
MILL VALLEY PUBLIC LIBRARY,MILL VALLEY PUBLIC LIBRARY,(415) 389-4292,37.90597,-122.55413,375 THROCKMORTON AVE.,MILL VALLEY,94941,2698,CA0069,http://millvalleylibrary.org
MISSION VIEJO LIBRARY,MISSION VIEJO LIBRARY,(949) 830-7100,33.59629,-117.65901,100 CIVIC CENTER,MISSION VIEJO,92691,5518,CA0198,http://www.cmvl.org
ADIN STATION LIBRARY,MODOC COUNTY LIBRARY,(530) 299-3502,41.19248,-120.94409,609 SOUTH MAIN,ADIN,96006,N/A,CA0070,http://modoccountylibrary.org
CEDARVILLE LIBRARY,MODOC COUNTY LIBRARY,(530) 279-2614,41.52906,-120.17328,460 MAIN ST.,CEDARVILLE,96104,9995,CA0070,http://modoccountylibrary.org
LOOKOUT LIBRARY,MODOC COUNTY LIBRARY,(530) 294-5776,41.20819,-121.15018,166 MAIN STREET,LOOKOUT,96054,N/A,CA0070,http://modoccountylibrary.org
MODOC COUNTY LIBRARY,MODOC COUNTY LIBRARY,(530) 233-6326,41.48636,-120.54429,212 W. THIRD ST.,ALTURAS,96101,3913,CA0070,http://modoccountylibrary.org
BENTON LIBRARY,MONO COUNTY FREE LIBRARY,(760) 933-2542,37.81683,-118.47709,25553 HIGHWAY 6,BENTON,93512,7438,CA0071,http://www.monocolibraries.org
BRIDGEPORT LIBRARY,MONO COUNTY FREE LIBRARY,(760) 932-7482,38.25720,-119.22904,94 N. SCHOOL ST.,BRIDGEPORT,93517,N/A,CA0071,http://www.monocolibraries.org
COLEVILLE LIBRARY,MONO COUNTY FREE LIBRARY,(530) 495-2788,38.56846,-119.50946,111591 US HIGHWAY 395,COLEVILLE,96107,9797,CA0071,http://www.monocolibraries.org
Crowley Community Library,MONO COUNTY FREE LIBRARY,(760) 935-4505,37.56907,-118.75216,3627 CROWLEY LAKE DRIVE,CROWLEY LAKE,93546,1,CA0071,http://www.monocolibraries.org
JUNE LAKE LIBRARY,MONO COUNTY FREE LIBRARY,(760) 648-7284,37.77773,-119.07747,90 W. GRANITE AVE.,JUNE LAKE,93529,N/A,CA0071,http://www.monocolibraries.org
LEE VINING LIBRARY,MONO COUNTY FREE LIBRARY,(760) 647-6123,37.95759,-119.11994,51710 HWY. 395,LEE VINING,93541,N/A,CA0071,http://www.monocolibraries.org
MAMMOTH LAKES LIBRARY,MONO COUNTY FREE LIBRARY,(760) 934-4777,37.63976,-118.96328,400 SIERRA PARK ROAD,MAMMOTH LAKES,93546,N/A,CA0071,http://www.monocolibraries.org
MONROVIA PUBLIC LIBRARY,MONROVIA PUBLIC LIBRARY,(626) 256-8274,34.14860,-118.00223,321 S. MYRTLE AVE.,MONROVIA,91016,2848,CA0072,http://www.monroviapubliclibrary.org
AROMAS BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 796-6128,36.88871,-121.64374,389-D BLOHM AVENUE,AROMAS,95004,9736,CA0073,www.eMCFL.org
BIG SUR BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 647-7660,36.26472,-121.80111,HWY. 1 AT RIPPLEWOOD RESORT,BIG SUR,93920,217,CA0073,www.eMCFL.org
BUENA VISTA BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 796-6060,36.60573,-121.64781,18250 TARA DR.,SALINAS,93908,8752,CA0073,www.eMCFL.org
CARMEL VALLEY BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 647-7760,36.48060,-121.73482,65 W. CARMEL VALLEY RD.,CARMEL VALLEY,93924,9521,CA0073,www.eMCFL.org
CASTROVILLE BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 769-8724,36.76768,-121.75757,11160 SPEEGLE ST,CASTROVILLE,95012,2566,CA0073,www.eMCFL.org
GONZALES BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 386-6872,36.51524,-121.43593,851 5TH ST. SUITE V,GONZALES,93926,9438,CA0073,www.eMCFL.org
GREENFIELD BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 755-5878,36.32232,-121.24578,315 EL CAMINO REAL,GREENFIELD,93927,5131,CA0073,www.eMCFL.org
MARINA BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 883-7507,36.69142,-121.79965,190 SEASIDE CR,MARINA,93933,2500,CA0073,www.eMCFL.org
KING CITY BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 386-6885,36.21234,-121.12799,402 BROADWAY,KING CITY,93930,3101,CA0073,www.eMCFL.org
PAJARO BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 796-6163,36.90153,-121.74953,29 BISHOP ST.,PAJARO,95076,5203,CA0073,www.eMCFL.org
PARKFIELD BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 385-7456,35.89563,-120.43410,70643 PARKFIELD-COALINGA RD.,SAN MIGUEL,93451,9729,CA0073,www.eMCFL.org
PRUNEDALE BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 796-3080,36.80314,-121.66245,17822 MORO RD.,SALINAS,93907,8963,CA0073,www.eMCFL.org
SAN ARDO BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 386-6858,36.01870,-120.90760,62350 COLLEGE,SAN ARDO,93450,127,CA0073,www.eMCFL.org
SAN LUCAS BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 386-6833,36.12913,-121.01897,54692 TERESA ST.,SAN LUCAS,93954,28,CA0073,www.eMCFL.org
SEASIDE BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 899-8222,36.60318,-121.85255,550 HARCOURT AVE.,SEASIDE,93955,4710,CA0073,www.eMCFL.org
SOLEDAD BRANCH LIBRARY,MONTEREY COUNTY FREE LIBRARIES,(831) 386-6890,36.43575,-121.32603,401 GABILAN DR.,SOLDEDAD,93960,3207,CA0073,www.eMCFL.org
MONTEREY PARK BRUGGEMEYER LIBRARY,MONTEREY PARK BRUGGEMEYER LIBRARY,(626) 307-1418,34.05900,-118.12484,318 S. RAMONA AVENUE,MONTEREY PARK,91754,3399,CA0075,www.montereypark.ca.gov/Library
MONTEREY PUBLIC LIBRARY,MONTEREY PUBLIC LIBRARY,(831) 646-3933,36.59639,-121.89689,625 PACIFIC ST.,MONTEREY,93940,2866,CA0074,https://www.monterey.org/library
Moorpark City Library,MOORPARK CITY LIBRARY,(805) 517-6370,34.28631,-118.88257,699 MOORPARK AVENUE,MOORPARK,93021,1115,CA0208,http://www.moorparklibrary.org
MORENO VALLEY PUBLIC LIBRARY,MORENO VALLEY PUBLIC LIBRARY,(951) 413-3880,33.91772,-117.21833,25480 ALESSANDRO BLVD,MORENO VALLEY,92553,4368,CA0200,http://www.moval.org/mv-library
MORENO VALLEY MALL BRANCH,MORENO VALLEY PUBLIC LIBRARY,(951) 413-3880,33.93886,-117.27018,"22500 TOWN CIRCLE, STE 2078",MORENO VALLEY,92553,7509,CA0200,http://www.moval.org/mv-library
MORENO VALLEY IRIS PLAZA BRANCH,MORENO VALLEY PUBLIC LIBRARY,(951) 413-3760,33.88570,-117.22550,16170 PERRIS BLVD. SUITE C3,MORENO VALLEY,92551,,CA0200,http://www.moval.org/mv-library
MOUNTAIN VIEW PUBLIC LIBRARY,MOUNTAIN VIEW PUBLIC LIBRARY,(650) 903-6335,37.39033,-122.08363,585 FRANKLIN ST.,MOUNTAIN VIEW,94041,1998,CA0076,http://library.mountainview.gov
MURRIETA PUBLIC LIBRARY,MURRIETA PUBLIC LIBRARY,(951) 304-2665,33.55772,-117.21088,8 TOWN SQUARE,MURRIETA,92562,9172,CA0202,http://www.murrietalibrary.info
AMERICAN CANYON,NAPA COUNTY LIBRARY,(707) 644-1136,38.17558,-122.25423,"3421 BROADWAY/HWY 29, STE. E-3",AMERICAN CANYON,94503,1232,CA0077,https://www.countyofnapa.org/library/
CALISTOGA PUBLIC LIBRARY,NAPA COUNTY LIBRARY,(707) 942-4833,38.57612,-122.57994,1108 MYRTLE ST.,CALISTOGA,94515,1730,CA0077,https://www.countyofnapa.org/library/
NAPA COUNTY LIBRARY,NAPA COUNTY LIBRARY,(707) 253-4241,38.29554,-122.28373,580 COOMBS ST.,NAPA,94559,3396,CA0077,https://www.countyofnapa.org/library/
YOUNTVILLE LIBRARY,NAPA COUNTY LIBRARY,(707) 944-1888,38.40202,-122.36040,6516 WASHINGTON STREET,YOUNTVILLE,94599,N/A,CA0077,https://www.countyofnapa.org/library/
NATIONAL CITY PUBLIC LIBRARY,NATIONAL CITY PUBLIC LIBRARY,(619) 470-5800,32.67060,-117.10414,1401 NATIONAL CITY BLVD.,NATIONAL CITY,91950,3314,CA0078,http://www.nationalcityca.gov/government/library
BEAR RIVER HIGH SCHOOL LIBRARY STATION,NEVADA COUNTY LIBRARY,(530) 271-4147,39.04688,-121.07480,11130 MAGNOLIA ROAD,GRASS VALLEY,95949,8366,CA0079,http://mynevadacounty.com/library
DORIS FOLEY LIBRARY FOR HISTORICAL RESEARCH,NEVADA COUNTY LIBRARY,(530) 265-4606,39.26375,-121.01897,211 N. PINE ST.,NEVADA CITY,95959,2513,CA0079,http://mynevadacounty.com/library
GRASS VALLEY LIBRARY,NEVADA COUNTY LIBRARY,(530) 273-4117,39.21690,-121.06329,207 MILL STREET,GRASS VALLEY,95945,6711,CA0079,http://mynevadacounty.com/library
MADELYN HELLING BRANCH,NEVADA COUNTY LIBRARY,(530) 265-7050,39.26983,-121.02410,980 HELLING WAY,NEVADA CITY,95959,8619,CA0079,http://mynevadacounty.com/library
PENN VALLEY LIBRARY STATION,NEVADA COUNTY LIBRARY,(530) 432-5764,39.22357,-121.20489,11336 PLEASANT VALLEY ROAD,PENN VALLEY,95946,9440,CA0079,http://mynevadacounty.com/library
TRUCKEE LIBRARY,NEVADA COUNTY LIBRARY,(530) 582-7846,39.32564,-120.19985,10031 LEVON AVENUE,TRUCKEE,96161,4800,CA0079,http://mynevadacounty.com/library
BALBOA LIBRARY,NEWPORT BEACH PUBLIC LIBRARY,(949) 644-3076,33.60417,-117.90609,100 E. BALBOA BLVD.,NEWPORT BEACH,92661,1118,CA0080,http://www.newportbeachlibrary.org
CENTRAL LIBRARY,NEWPORT BEACH PUBLIC LIBRARY,(949) 717-3800,33.60761,-117.87299,1000 AVOCADO AVE.,NEWPORT BEACH,92660,7915,CA0080,http://www.newportbeachlibrary.org
CORONA DEL MAR LIBRARY,NEWPORT BEACH PUBLIC LIBRARY,(949) 644-3075,33.59601,-117.86953,410 MARIGOLD AVE.,CORONA DEL MAR,92625,2405,CA0080,http://www.newportbeachlibrary.org
MARINERS BRANCH LIBRARY,NEWPORT BEACH PUBLIC LIBRARY,(949) 717-3838,33.63265,-117.90362,1300 IRVINE AVENUE.,NEWPORT BEACH,92660,4422,CA0080,http://www.newportbeachlibrary.org
81st Avenue Branch,OAKLAND PUBLIC LIBRARY,(510) 615-5812,37.75340,-122.18569,1021 81ST AVENUE,OAKLAND,94621,2455,CA0081,http://oaklandlibrary.org
AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,OAKLAND PUBLIC LIBRARY,(510) 637-0200,37.80612,-122.27633,659 14TH ST.,OAKLAND,94612,1242,CA0081,http://oaklandlibrary.org
ASIAN BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 238-3400,37.80045,-122.27170,"388 9TH ST., SUITE 190",OAKLAND,94607,4292,CA0081,http://oaklandlibrary.org
BROOKFIELD VILLAGE LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 615-5725,37.73734,-122.18857,9255 EDES AVE.,OAKLAND,94603,1117,CA0081,http://oaklandlibrary.org
CESAR E. CHAVEZ BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 535-5620,37.77585,-122.22479,3301 E. 12TH STREET,OAKLAND,94601,2940,CA0081,http://oaklandlibrary.org
DIMOND BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 482-7844,37.80146,-122.21604,3565 FRUITVALE AVE.,OAKLAND,94602,2326,CA0081,http://oaklandlibrary.org
EASTMONT BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 615-5726,37.76813,-122.17615,7200 BANCROFT AVE. SUITE 211,OAKLAND,94605,2477,CA0081,http://oaklandlibrary.org
ELMHURST BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 615-5727,37.75157,-122.17492,1427 88TH AVE.,OAKLAND,94621,1105,CA0081,http://oaklandlibrary.org
GOLDEN GATE BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 597-5023,37.83919,-122.28220,5606 SAN PABLO AVE.,OAKLAND,94608,2728,CA0081,http://oaklandlibrary.org
LAKEVIEW BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 238-7344,37.80920,-122.24895,550 EL EMBARCADERO,OAKLAND,94610,3612,CA0081,http://oaklandlibrary.org
MARTIN LUTHER KING JR. BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 615-5728,37.76061,-122.19079,6833 INTERNATIONAL BLVD.,OAKLAND,94621,3503,CA0081,http://oaklandlibrary.org
MELROSE BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 535-5623,37.77242,-122.20755,4805 FOOTHILL BLVD.,OAKLAND,94601,5327,CA0081,http://oaklandlibrary.org
MONTCLAIR BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 482-7810,37.83198,-122.21411,1687 MOUNTAIN BLVD.,OAKLAND,94611,2257,CA0081,http://oaklandlibrary.org
OAKLAND PUBLIC LIBRARY - MAIN LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 238-3134,37.80098,-122.26361,125 14TH ST.,OAKLAND,94612,4310,CA0081,http://oaklandlibrary.org
PIEDMONT AVENUE BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 597-5011,37.82784,-122.24815,80 ECHO AVENUE,OAKLAND,94611,4308,CA0081,http://oaklandlibrary.org
ROCKRIDGE BRANCH LIBRARY,OAKLAND PUBLIC LIBRARY,(510) 597-5017,37.83991,-122.25108,5366 COLLEGE AVE.,OAKLAND,94618,1417,CA0081,http://oaklandlibrary.org
