Location,Main Library Name,10.15 Phone,Address,10.7 City,Zip Code,10.9 Zip+4 Code,URL
Almaden Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3040,6445 Camden Ave,SAN JOSE,95120,2823.0,http://www.sjpl.org
Alviso Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 263-3626,5050 N. 1St St.,SAN JOSE,95002,1060.0,http://www.sjpl.org
Bascom Avenue Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3077,1000 South Bascom Ave,SAN JOSE,95128,3505.0,http://www.sjpl.org
Berryessa Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3050,3355 Noble Ave.,SAN JOSE,95132,3198.0,http://www.sjpl.org
Biblioteca Latinoamericano Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 294-1237,921 S. 1St St.,SAN JOSE,95110,2939.0,http://www.sjpl.org
Calabazas Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3066,1230 S Blaney Ave,SAN JOSE,95129,3705.0,http://www.sjpl.org
Cambrian Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3080,1780 Hillsdale Ave.,SAN JOSE,95124,3199.0,http://www.sjpl.org
Dr. Roberto Cruz - Alum Rock Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3090,3090 Alum Rock Ave,SAN JOSE,95127,2807.0,http://www.sjpl.org
East San Jose Carnegie Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3075,1102 E. Santa Clara St.,SAN JOSE,95116,2246.0,http://www.sjpl.org
Edenvale Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3036,101 Branham Lane East,SAN JOSE,95111,3870.0,http://www.sjpl.org
Educational Park Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3073,1772 Educational Park Dr,SAN JOSE,95133,1703.0,http://www.sjpl.org
Evergreen Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3060,2635 Aborn Rd.,SAN JOSE,95121,1294.0,http://www.sjpl.org
Hillview Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3033,1600 Hopkins Dr.,SAN JOSE,95122,1681.0,http://www.sjpl.org
Joyce Ellington Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3043,491 E Empire St,SAN JOSE,95112,3308.0,http://www.sjpl.org
"Dr. Martin Luther King, Jr. Library",SAN JOSE PUBLIC LIBRARY,(408) 808-2000,150 E San Fernando Street,SAN JOSE,95112,3580.0,http://www.sjpl.org
Mt. Pleasant Neighborhood Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3088,3411 Rocky Mountain Dr.,SAN JOSE,95127,4853.0,http://www.sjpl.org
Pearl Avenue Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3053,4270 Pearl Avenue,SAN JOSE,95136,1844.0,http://www.sjpl.org
Rose Garden Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3070,1580 Naglee Ave.,SAN JOSE,95126,2013.0,http://www.sjpl.org
Santa Teresa Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3068,290 International Cir.,SAN JOSE,95119,1110.0,http://www.sjpl.org
Seven Trees Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3056,3590 Cas Dr,SAN JOSE,95111,2434.0,http://www.sjpl.org
Tully Community Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3030,880 Tully Rd,SAN JOSE,95111,1014.0,http://www.sjpl.org
Village Square Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3093,4001 Evergreen Village Square,SAN JOSE,95135,1779.0,http://www.sjpl.org
Vineland Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3000,1450 Blossom Hill Rd,SAN JOSE,95118,3935.0,http://www.sjpl.org
West Valley Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 244-4747,1243 San Tomas Aquino Rd.,SAN JOSE,95117,3399.0,http://www.sjpl.org
Willow Glen Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3045,1157 Minnesota Ave.,SAN JOSE,95125,3324.0,http://www.sjpl.org
San Juan Bautista City Library,SAN JUAN BAUTISTA CITY LIBRARY,(831) 623-4687,801 Second St.,SAN JUAN BAUTISTA,95045,1420.0,http://www.san-juan-bautista.ca.us/city/library.htm
Manor Branch Library,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7970,1241 Manor Blvd,SAN LEANDRO,94579,1501.0,http://www.sanleandrolibrary.org
Mulford-Marina Branch Library,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7976,13699 Aurora Dr.,SAN LEANDRO,94577,4036.0,http://www.sanleandrolibrary.org
San Leandro Public Main Library,SAN LEANDRO PUBLIC LIBRARY,(510) 577-3970,300 Estudillo Ave.,SAN LEANDRO,94577,4706.0,http://www.sanleandrolibrary.org
South Branch Library,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7980,14799 E. 14Th St.,SAN LEANDRO,94578,2818.0,http://www.sanleandrolibrary.org
Atascadero Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 461-6161,6555 Capistrano,ATASCADERO,93422,7202.0,http://slolibrary.org
Cambria Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 927-4336,1043 Main St.,CAMBRIA,93428,2820.0,http://slolibrary.org
Cayucos Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 995-3312,310 B Street,CAYUCOS,93430,1098.0,http://slolibrary.org
Creston Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 239-3010,6290 Adams,CRESTON,93432,9709.0,http://slolibrary.org
Los Osos Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 528-1862,2075 Palisades Ave.,LOS OSOS,93402,2600.0,http://slolibrary.org
Morro Bay Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 772-6394,625 Harbor St.,MORRO BAY,93442,1905.0,http://slolibrary.org
Nipomo Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 929-3994,918 W. Tefft,NIPOMO,93444,9669.0,http://slolibrary.org
Oceano Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 474-7478,1551 17Th Street,OCEANO,93445,,http://slolibrary.org
San Luis Obispo City-County Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 781-5991,995 Palm St.,SAN LUIS OBISPO,93401,3218.0,http://slolibrary.org
San Miguel Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 467-3224,254 13Th St.,SAN MIGUEL,93451,,http://slolibrary.org
Santa Margarita Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 438-5622,9630 Murphy St.,SANTA MARGARITA,93453,,http://slolibrary.org
Shandon Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 237-3009,240 East Centre Street,SHANDON,93461,,http://slolibrary.org
Shell Beach Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 773-2263,230 Leeward Avenue,SHELL BEACH,93449,2020.0,http://slolibrary.org
South County Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 473-7161,800 W. Branch St.,ARROYO GRANDE,93420,1901.0,http://slolibrary.org
Atherton Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,2 Dinkelspiel Station Lane,ATHERTON,94027,3859.0,http://smcl.org
Belmont Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,1110 Alameda De Las Pulgas,BELMONT,94002,3583.0,http://smcl.org
Brisbane Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,163 Visitacion Ave.,BRISBANE,94005,1563.0,http://smcl.org
East Palo Alto Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,2415 University Ave.,EAST PALO ALTO,94303,1148.0,http://smcl.org
Foster City Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,1000 E. Hillsdale Blvd.,FOSTER CITY,94404,2222.0,http://smcl.org
Half Moon Bay Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,225 Cabrillo Highway South #104B,HALF MOON BAY,94019,1738.0,http://smcl.org
Millbrae Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,1 Library Ave.,MILLBRAE,94030,1897.0,http://smcl.org
North Fair Oaks Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,2510 Middlefield Rd,REDWOOD CITY,94063,3402.0,http://smcl.org
Pacifica Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,104 Hilton Way,PACIFICA,94044,2739.0,http://smcl.org
Portola Valley Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,765 Portola Road,PORTOLA VALLEY,94028,7299.0,http://smcl.org
San Carlos Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,610 Elm St.,SAN CARLOS,94070,3013.0,http://smcl.org
Sanchez Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,1111 Terra Nova Blvd.,PACIFICA,94044,4310.0,http://smcl.org
Woodside Library,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,3140 Woodside Rd.,WOODSIDE,94062,2553.0,http://smcl.org
Hillsdale Branch Library,SAN MATEO PUBLIC LIBRARY,(650) 522-7880,205 W. Hillsdale Blvd.,SAN MATEO,94403,4217.0,http://www.smplibrary.org
Marina Branch Library,SAN MATEO PUBLIC LIBRARY,(650) 522-7890,1530 Susan Court,SAN MATEO,94403,1193.0,http://www.smplibrary.org
San Mateo Public Library,SAN MATEO PUBLIC LIBRARY,(650) 522-7800,55 West Third Ave.,SAN MATEO,94402,1513.0,http://www.smplibrary.org
Northgate Pop-Up Library,SAN RAFAEL PUBLIC LIBRARY,(415) 524-2694,5800 Northgate Drive,SAN RAFAEL,94903,3691.0,http://www.srpubliclibrary.org
Pickleweed Library,SAN RAFAEL PUBLIC LIBRARY,(415) 485-3483,50 Canal St.,SAN RAFAEL,94901,1900.0,http://www.srpubliclibrary.org
San Rafael Public Library,SAN RAFAEL PUBLIC LIBRARY,(415) 485-3323,1100 E St.,SAN RAFAEL,94901,1900.0,http://www.srpubliclibrary.org
El Salvador Community Center,SANTA ANA,(714) 647-5296,1825 W Civic Center,SANTA ANA,92703,2821.0,https://www.santa-ana.org/library
Garfield Community Centre,SANTA ANA PUBLIC LIBRARY,(714) 571-4278,501 N. Lacy St,SANTA ANA,92701,,https://www.santa-ana.org/library
Jerome Teenspace,SANTA ANA PUBLIC LIBRARY,(714) 647-6559,726 S. Center St.,SANTA ANA,92704,,https://www.santa-ana.org/library
Newhope Library Learning Center,SANTA ANA PUBLIC LIBRARY,(714) 647-5197,122 N. Newhope,SANTA ANA,92703,3126.0,https://www.santa-ana.org/library
Roosevelt-Walker Community Center,SANTA ANA PUBLIC LIBRARY,(714) 571-4229,816 Chestnut Ave.,SANTA ANA,92701,,https://www.santa-ana.org/library
Santa Ana Public Library,SANTA ANA PUBLIC LIBRARY,(714) 647-5267,26 Civic Center Plaza,SANTA ANA,92701,4010.0,https://www.santa-ana.org/library
Eastside Library,SANTA BARBARA PUBLIC LIBRARY,(805) 963-3727,1102 E. Montecito St.,SANTA BARBARA,93103,2699.0,http://sbplibrary.org
Montecito Library,SANTA BARBARA PUBLIC LIBRARY,(805) 969-5063,1469 E. Valley Rd,MONTECITO,93108,1242.0,http://sbplibrary.org
Santa Barbara Public Library,SANTA BARBARA PUBLIC LIBRARY,(805) 962-7653,40 E. Anapamu St.,SANTA BARBARA,93101,2722.0,http://sbplibrary.org
Mission Branch Library,SANTA CLARA CITY LIBRARY,(408) 615-2964,1098 Lexington Street,SANTA CLARA,95050,5443.0,http://sclibrary.org
Northside Branch Library,SANTA CLARA CITY LIBRARY,(408) 615-5500,695 Moreland Way,SANTA CLARA,95054,5134.0,http://sclibrary.org
Santa Clara City Library,SANTA CLARA CITY LIBRARY,(408) 615-2930,2635 Homestead Road,SANTA CLARA,95051,5322.0,http://sclibrary.org
Campbell Library,SANTA CLARA COUNTY LIBRARY,(408) 866-1991,77 Harrison Ave.,CAMPBELL,95008,1499.0,http://www.sccl.org
Cupertino Library,SANTA CLARA COUNTY LIBRARY,(408) 446-1677,10800 Torre Ave.,CUPERTINO,95014,3254.0,http://www.sccl.org
Gilroy Library,SANTA CLARA COUNTY LIBRARY,(408) 842-8208,350 W 6Th Street,GILROY,95020,5216.0,http://www.sccl.org
Los Altos Library,SANTA CLARA COUNTY LIBRARY,(650) 948-7683,13 S. San Antonio Rd.,LOS ALTOS,94022,3056.0,http://www.sccl.org
Milpitas Library,SANTA CLARA COUNTY LIBRARY,(408) 262-1171,160 N Main St,MILPITAS,95035,4323.0,http://www.sccl.org
Morgan Hill Library,SANTA CLARA COUNTY LIBRARY,(408) 779-3196,660 W. Main,MORGAN HILL,95037,4128.0,http://www.sccl.org
Saratoga Library,SANTA CLARA COUNTY LIBRARY,(408) 867-6126,13650 Saratoga Ave.,SARATOGA,95070,5099.0,http://www.sccl.org
Woodland Library,SANTA CLARA COUNTY LIBRARY,(650) 969-6030,1975 Grant Rd.,LOS ALTOS,94024,6912.0,http://www.sccl.org
Canyon Country Jo Anne Darcy Library,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,18601 Soledad Cyn. Rd.,SANTA CLARITA,91351,3726.0,http://www.santaclaritalibrary.com
Old Town Newhall Library,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,24500 Main St.,SANTA CLARITA,91321,2808.0,http://www.santaclaritalibrary.com
Valencia Library,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,23743 Valencia Blvd.,SANTA CLARITA,91355,2105.0,http://www.santaclaritalibrary.com
Aptos Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7722,7695 Soquel Dr.,APTOS,95003,3899.0,http://www.santacruzpl.org/
Boulder Creek Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7723,13390 W. Park Ave.,BOULDER CREEK,95006,9301.0,http://www.santacruzpl.org/
Branciforte Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7724,230 Gault St.,SANTA CRUZ,95062,2599.0,http://www.santacruzpl.org/
Downtown Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7701,224 Church St.,SANTA CRUZ,95060,3873.0,http://www.santacruzpl.org/
Felton Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7728,6299 Gushee St.,FELTON,95018,9140.0,http://www.santacruzpl.org/
Garfield Park Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7729,705 Woodrow Ave.,SANTA CRUZ,95060,5950.0,http://www.santacruzpl.org/
La Selva Beach Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7710,314 Estrella,LA SELVA BEACH,95076,1724.0,http://www.santacruzpl.org/
Live Oak Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7718,2380 Portola Dr.,SANTA CRUZ,95062,4203.0,http://www.santacruzpl.org/
Scotts Valley Branch Library,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7719,251 Kings Village Road,SCOTTS VALLEY,95066,,http://www.santacruzpl.org/
Santa Fe Springs City Library,SANTA FE SPRINGS CITY LIBRARY,(562) 868-7738,11700 E. Telegraph Rd.,SANTA FE SPRINGS,90670,3600.0,http://www.sfslibrary.org
Santa Fe Springs Neighborhood Center,SANTA FE SPRINGS CITY LIBRARY,(562) 692-0261,9255 Pioneer Blvd,SANTA FE SPRINGS,90670,2380.0,http://www.sfslibrary.org
Cuyama Library,SANTA MARIA PUBLIC LIBRARY,(661) 766-2490,4689 Highway 166,CUYAMA,93254,176.0,http://www.cityofsantamaria.org/library
Guadalupe Library,SANTA MARIA PUBLIC LIBRARY,(805) 343-1405,"4719 W. Main St., Unit D",GUADALUPE,93434,1321.0,http://www.cityofsantamaria.org/library
Los Alamos Branch,SANTA MARIA PUBLIC LIBRARY,(805) 344-1025,405 Helena St,LOS ALAMOS,93440,493.0,http://www.cityofsantamaria.org/library
Orcutt Library,SANTA MARIA PUBLIC LIBRARY,(805) 937-6483,175 S. Broadway,ORCUTT,93455,4621.0,http://www.cityofsantamaria.org/library
Santa Maria Public Library,SANTA MARIA PUBLIC LIBRARY,(805) 925-0994,421 S. Mcclelland St.,SANTA MARIA,93454,5116.0,http://www.cityofsantamaria.org/library
Fairview Branch Library,SANTA MONICA PUBLIC LIBRARY,(310) 458-8681,2101 Ocean Park Blvd.,SANTA MONICA,90405,5013.0,https://www.smpl.org
Montana Avenue Branch Library,SANTA MONICA PUBLIC LIBRARY,(310) 458-8682,1704 Montana Ave.,SANTA MONICA,90403,1908.0,https://www.smpl.org
Ocean Park Branch Library,SANTA MONICA PUBLIC LIBRARY,(310) 458-8683,2601 Main St.,SANTA MONICA,90405,4001.0,https://www.smpl.org
Pico Branch Libary,SANTA MONICA PUBLIC LIBRARY,(310) 458-8684,2201 Pico Blvd.,SANTA MONICA,90405,1719.0,https://www.smpl.org
Main Library,SANTA MONICA PUBLIC LIBRARY,(310) 458-8600,601 Santa Monica Blvd,SANTA MONICA,90401,2501.0,https://www.smpl.org
Sausalito Public Library,SAUSALITO PUBLIC LIBRARY,(415) 289-4121,420 Litho St.,SAUSALITO,94965,1933.0,http://www.sausalitolibrary.org
Shafter Library,SHAFTER LIBRARY,(661) 746-2156,"236 James Street, Suite 2",SHAFTER,93263,2031.0,
Anderson Library,SHASTA PUBLIC LIBRARIES,(530) 365-7685,3200 W. Center St.,ANDERSON,96007,3269.0,http://www.shastalibraries.org
Burney Library,SHASTA PUBLIC LIBRARIES,(530) 335-4317,37038 Siskiyou St.,BURNEY,96013,1328.0,http://www.shastalibraries.org
Redding Library,SHASTA PUBLIC LIBRARIES,(530) 245-7250,1100 Parkview Avenue,REDDING,96001,3231.0,http://www.shastalibraries.org
Sierra Madre Public Library,SIERRA MADRE PUBLIC LIBRARY,(626) 355-7186,440 W. Sierra Madre Blvd.,SIERRA MADRE,91024,2399.0,www.cityofsierramadre.com/services/library
Signal Hill Public Library,SIGNAL HILL PUBLIC LIBRARY,(562) 989-7323,1780 East Hill St.,SIGNAL HILL,90755,3632.0,http://www.cityofsignalhill.org/library
Simi Valley Public Library,SIMI VALLEY PUBLIC LIBRARY,(805) 526-1735,2969 Tapo Canyon Rd,SIMI VALLEY,93063,2117.0,www.simivalleylibrary.org
Dorris Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 397-4932,800 W. Third Street,DORRIS,96023,288.0,http://www.siskiyoulibrary.info
Dunsmuir Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 235-2035,5714 Dunsmuir Ave.,DUNSMUIR,96025,2009.0,http://www.siskiyoulibrary.info
Etna Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 467-3400,101 Collier Way,ETNA,96027,9412.0,http://www.siskiyoulibrary.info
Fort Jones Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 468-2383,11960 East St.,FORT JONES,96032,,http://www.siskiyoulibrary.info
Happy Camp Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 463-2964,143 Buckhorn Rd.,HAPPY CAMP,96039,,http://www.siskiyoulibrary.info
Mccloud Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 964-2169,300 Columbero Dr.,MCCLOUD,96057,,http://www.siskiyoulibrary.info
Montague Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 459-5473,230 S 13Th St.,MONTAGUE,96064,,http://www.siskiyoulibrary.info
Mt. Shasta Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 926-2031,515 Alma St.,MT. SHASTA,96067,2315.0,http://www.siskiyoulibrary.info
Scott Bar Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 496-3248,Scott Bar Post Office,SCOTT BAR,96085,,http://www.siskiyoulibrary.info
Siskiyou County Free Library,SISKIYOU COUNTY FREE LIBRARY,(530) 841-4175,719 Fourth St.,YREKA,96097,3381.0,http://www.siskiyoulibrary.info
Tulelake Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 667-2291,451 Main Street,TULELAKE,96134,,http://www.siskiyoulibrary.info
Weed Branch Library,SISKIYOU COUNTY FREE LIBRARY,(530) 938-4769,150 Alamo Ave,WEED,96094,2407.0,http://www.siskiyoulibrary.info
Dixon Library,SOLANO COUNTY LIBRARY,(707) 678-5447,230 N. 1St St.,DIXON,95620,3028.0,http://solanolibrary.com/
Fairfield Civic Center Library,SOLANO COUNTY LIBRARY,(866) 572-7587,1150 Kentucky St.,FAIRFIELD,94533,5799.0,http://solanolibrary.com/
Fairfield Cordelia Library,SOLANO COUNTY LIBRARY,(866) 572-7587,5050 Business Center Dr.,FAIRFIELD,94534,6886.0,http://solanolibrary.com/
John F. Kennedy Library,SOLANO COUNTY LIBRARY,(866) 572-7587,505 Santa Clara St.,VALLEJO,94590,5922.0,http://solanolibrary.com/
Rio Vista Library,SOLANO COUNTY LIBRARY,(866) 572-7587,44 S. Second St.,RIO VISTA,94571,1802.0,http://solanolibrary.com/
Springstowne Library,SOLANO COUNTY LIBRARY,(866) 572-7587,1003 Oakwood Ave.,VALLEJO,94591,5542.0,http://solanolibrary.com/
Suisun City Library,SOLANO COUNTY LIBRARY,(866) 572-7587,601 Pintail Dr.,SUISUN CITY,94585,2048.0,http://solanolibrary.com/
Vacaville Public Library - Cultural Center,SOLANO COUNTY LIBRARY,(866) 572-7587,1020 Ulatis Dr.,VACAVILLE,95687,6908.0,http://solanolibrary.com/
Vacaville Public Library - Town Square,SOLANO COUNTY LIBRARY,(866) 572-7587,1 Town Square Place,VACAVILLE,95688,3928.0,http://solanolibrary.com/
Central Santa Rosa Library,SONOMA COUNTY LIBRARY,(707) 308-3020,211 E Street,SANTA ROSA,95404,4400.0,http://sonomalibrary.org
Cloverdale Regional Library,SONOMA COUNTY LIBRARY,(707) 894-5271,401 N. Cloverdale Blvd.,CLOVERDALE,95425,3322.0,http://sonomalibrary.org
Forestville Community Library,SONOMA COUNTY LIBRARY,(707) 887-7654,7050 Covey Road,FORESTVILLE,95436,9642.0,http://sonomalibrary.org
Guerneville Regional Library,SONOMA COUNTY LIBRARY,(707) 869-9004,14107 Armstrong Woods Road,GUERNEVILLE,95446,9511.0,http://sonomalibrary.org
Healdsburg Regional Library,SONOMA COUNTY LIBRARY,(707) 433-3772,139 Piper Street,HEALDSBURG,95448,3819.0,http://sonomalibrary.org
Northwest Santa Rosa Library,SONOMA COUNTY LIBRARY,(707) 546-2265,150 Coddingtown Center,SANTA ROSA,95401,3504.0,http://sonomalibrary.org
Occidental Community Library,SONOMA COUNTY LIBRARY,(707) 874-3080,73 Main Street,OCCIDENTAL,95465,,http://sonomalibrary.org
Petaluma Regional Library,SONOMA COUNTY LIBRARY,(707) 763-9801,100 Fairgrounds Drive,PETALUMA,94952,3369.0,http://sonomalibrary.org
Rincon Valley Regional Library,SONOMA COUNTY LIBRARY,(707) 537-0162,6959 Montecito Blvd,SANTA ROSA,95409,2787.0,http://sonomalibrary.org
Rohnert Park-Cotati Regional Library,SONOMA COUNTY LIBRARY,(707) 584-9121,6250 Lynne Conde Way,ROHNERT PARK,94928,2162.0,http://sonomalibrary.org
Roseland Regional Library,SONOMA COUNTY LIBRARY,(707) 755-2029,779 Sebastopol Road,SANTA ROSA,95407,6827.0,http://sonomalibrary.org
Sebastopol Regional Library,SONOMA COUNTY LIBRARY,(707) 823-7691,7140 Bodega Avenue,SEBASTOPOL,95472,3700.0,http://sonomalibrary.org
Sonoma County History & Genealogy,SONOMA COUNTY LIBRARY,(707) 308-3212,725 3Rd Street,SANTA ROSA,95404,4402.0,http://sonomalibrary.org
Sonoma Valley Regional Library,SONOMA COUNTY LIBRARY,(707) 996-5217,755 West Napa Street,SONOMA,95476,6412.0,http://sonomalibrary.org
Windsor Regional Library,SONOMA COUNTY LIBRARY,(707) 838-1020,"9291 Old Redwood Hwy, Bldg. 100",WINDSOR,95492,8089.0,http://sonomalibrary.org
South Pasadena Public Library,SOUTH PASADENA PUBLIC LIBRARY,(626) 403-7330,1100 Oxley St.,SOUTH PASADENA,91030,3198.0,www.southpasadenaca.gov/library
Community Learning Center,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 877-8540,520 Tamarack Lane,SOUTH SAN FRANCISCO,94080,2638.0,http://www.ssf.net/library
Grand Ave Branch Library,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 877-8530,306 Walnut Ave.,SOUTH SAN FRANCISCO,94080,2764.0,http://www.ssf.net/library
South San Francisco Public Library,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 829-3860,840 W. Orange Ave.,SOUTH SAN FRANCISCO,94080,3125.0,http://www.ssf.net/library
St. Helena Public Library,ST. HELENA PUBLIC LIBRARY,(707) 963-5244,1492 Library Lane,ST. HELENA,94574,1143.0,https://www.shpl.org/
Ceres Library,STANISLAUS COUNTY FREE LIBRARY,(209) 537-8938,2250 Magnolia,CERES,95307,3209.0,http://stanislauslibrary.org
Denair Library,STANISLAUS COUNTY FREE LIBRARY,(209) 634-1283,4801 Kersey Rd.,DENAIR,95316,190.0,http://stanislauslibrary.org
Empire Library,STANISLAUS COUNTY FREE LIBRARY,(209) 524-5505,18 S. Abbie,EMPIRE,95319,7.0,http://stanislauslibrary.org
Hughson Library,STANISLAUS COUNTY FREE LIBRARY,(209) 883-2293,2412 3Rd St.,HUGHSON,95326,1025.0,http://stanislauslibrary.org
Keyes Library,STANISLAUS COUNTY FREE LIBRARY,(209) 664-8006,4420 Maud Ave.,KEYES,95328,367.0,http://stanislauslibrary.org
Modesto Library,STANISLAUS COUNTY FREE LIBRARY,(209) 558-7801,1500 I St.,MODESTO,95354,1166.0,http://stanislauslibrary.org
Newman Library,STANISLAUS COUNTY FREE LIBRARY,(209) 862-2010,1305 Kern St.,NEWMAN,95360,1603.0,http://stanislauslibrary.org
Oakdale Library,STANISLAUS COUNTY FREE LIBRARY,(209) 847-4204,151 S. First Ave.,OAKDALE,95361,3902.0,http://stanislauslibrary.org
Patterson Library,STANISLAUS COUNTY FREE LIBRARY,(209) 892-6473,46 N. Salado,PATTERSON,95363,2587.0,http://stanislauslibrary.org
Riverbank Library,STANISLAUS COUNTY FREE LIBRARY,(209) 869-7008,3442 Santa Fe Ave.,RIVERBANK,95367,2319.0,http://stanislauslibrary.org
Salida Library,STANISLAUS COUNTY FREE LIBRARY,(209) 543-7353,4835 Sisk Rd.,SALIDA,95368,9445.0,http://stanislauslibrary.org
Turlock Library,STANISLAUS COUNTY FREE LIBRARY,(209) 664-8100,550 Minaret Ave.,TURLOCK,95380,4198.0,http://stanislauslibrary.org
Waterford Library,STANISLAUS COUNTY FREE LIBRARY,(209) 874-2191,324 E St.,WATERFORD,95386,9005.0,http://stanislauslibrary.org
Arnold Rue Micro Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,5758 Lorraine Ave.,STOCKTON,95210,3607.0,http://www.ssjcpl.org
Escalon Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,1540 Second St.,ESCALON,95320,1938.0,http://www.ssjcpl.org
Fair Oaks Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,2370 E. Main St.,STOCKTON,95205,6598.0,http://www.ssjcpl.org
Lathrop Branch Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,450 Spartan Wy,LATHROP,95330,9057.0,http://www.ssjcpl.org
Linden Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,19059 E. Main St.,LINDEN,95236,661.0,http://www.ssjcpl.org
